Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,WAF,GtCO2/yr,1.817,1.91055,2.08533,1.76805,1.40546,1.31382,1.22118,0.932016,0.696258,0.685537,0.760042,0.792714,0.764135,0.678379,0.486199,0.0319506,-0.422298,-0.876547,-0.876547,-0.876547,-0.876547,-0.876547,-0.876547,-0.876547,-0.876548,-0.876548,-0.876548
regional_emissions,EAF,GtCO2/yr,0.283526,0.353967,0.432339,0.426055,0.382563,0.349544,0.331432,0.324845,0.332048,0.355174,0.395595,0.450706,0.510774,0.563277,0.552573,0.481692,0.410811,0.33993,0.339929,0.339929,0.339929,0.339929,0.339929,0.339929,0.339929,0.339929,0.339929
regional_emissions,SAF,GtCO2/yr,0.507151,0.380363,0.253576,0.206754,0.183214,0.16878,0.155793,0.139193,0.119549,0.0983692,0.0774103,0.0578383,0.040168,0.0246246,0.0112263,-7.36543e-05,-0.0761108,-0.0714648,-0.0714648,-0.0714648,-0.0714648,-0.0714649,-0.0714649,-0.0714649,-0.071465,-0.0714651,-0.0714653
regional_emissions,WEU,GtCO2/yr,3.13174,2.3488,1.56587,1.08085,0.993357,0.953719,0.933098,0.908251,0.865545,0.802205,0.737486,0.684106,0.630247,0.568985,0.514979,0.478784,0.102424,0.19887,0.19887,0.19887,0.19887,0.19887,0.19887,0.19887,0.19887,0.198869,0.198869
regional_emissions,CEU,GtCO2/yr,0.784933,0.5887,0.392466,0.288128,0.263683,0.239369,0.216042,0.19477,0.172835,0.148546,0.124115,0.101649,0.0812237,0.0631259,0.0486884,0.0380737,-0.0323312,-0.0244045,-0.0244046,-0.0244046,-0.0244046,-0.0244046,-0.0244047,-0.0244047,-0.0244048,-0.0244048,-0.024405
regional_emissions,TUR,GtCO2/yr,0.435783,0.326837,0.285648,0.267531,0.248133,0.234839,0.227434,0.22371,0.219186,0.210933,0.200335,0.189297,0.179181,0.170467,0.16156,0.151508,0.0857031,0.0915186,0.0915186,0.0915186,0.0915185,0.0915185,0.0915185,0.0915184,0.0915184,0.0915183,0.0915181
regional_emissions,UKR,GtCO2/yr,0.403864,0.302898,0.221966,0.220781,0.217859,0.202268,0.184605,0.17272,0.160211,0.142335,0.123714,0.108389,0.0957347,0.0847661,0.0757331,0.0687932,0.0233844,0.0257057,0.0257056,0.0257056,0.0257056,0.0257056,0.0257055,0.0257055,0.0257054,0.0257054,0.0257052
regional_emissions,STAN,GtCO2/yr,0.485141,0.366589,0.358979,0.339778,0.311929,0.280699,0.261104,0.261153,0.26155,0.248492,0.242651,0.259795,0.27719,0.27452,0.262379,0.253724,0.204522,0.209325,0.209325,0.209325,0.209325,0.209325,0.209325,0.209325,0.209325,0.209325,0.209325
regional_emissions,RUS,GtCO2/yr,1.8782,1.40865,1.05776,0.972389,0.888847,0.814613,0.751999,0.701388,0.663008,0.633413,0.597248,0.546703,0.499571,0.470592,0.450862,0.430461,0.275901,0.298569,0.298569,0.298569,0.298569,0.298569,0.298569,0.298569,0.298569,0.298569,0.298568
regional_emissions,ME,GtCO2/yr,2.00627,1.5047,1.22727,1.22635,1.23585,1.23116,1.22325,1.22244,1.21713,1.19658,1.16464,1.12872,1.09825,1.0784,1.06144,1.04158,0.717264,0.836148,0.836148,0.836148,0.836148,0.836148,0.836148,0.836148,0.836148,0.836148,0.836148
regional_emissions,INDIA,GtCO2/yr,2.77719,2.23756,2.39923,2.46664,2.52797,2.6307,2.72455,2.76615,2.75908,2.70665,2.5904,2.4095,2.20148,1.99381,1.78686,1.36951,0.675213,0.359741,0.359741,0.359741,0.359741,0.359741,0.359741,0.359741,0.359741,0.359741,0.359741
regional_emissions,KOR,GtCO2/yr,0.784572,0.588429,0.392286,0.261955,0.217746,0.179917,0.147159,0.118542,0.0937825,0.0725886,0.0543663,0.0388236,0.0261953,0.0164849,0.0094551,0.00467624,-0.038693,-0.0264141,-0.0264141,-0.0264142,-0.0264142,-0.0264142,-0.0264142,-0.0264143,-0.0264143,-0.0264144,-0.0264146
regional_emissions,CHN,GtCO2/yr,11.3913,8.54349,5.69566,3.41041,2.60932,1.90383,1.29257,0.782754,0.363531,0.0208271,-0.244904,-0.433175,-0.558703,-0.643593,-0.701063,-0.738839,-1.37526,-1.05937,-1.05937,-1.05937,-1.05937,-1.05937,-1.05937,-1.05937,-1.05937,-1.05937,-1.05937
regional_emissions,SEAS,GtCO2/yr,1.51417,1.13563,1.16512,1.14205,1.07236,0.983728,0.913699,0.880241,0.851367,0.804333,0.756385,0.718202,0.668336,0.597194,0.532425,0.492649,0.211227,0.231213,0.231213,0.231213,0.231213,0.231213,0.231213,0.231213,0.231213,0.231213,0.231212
regional_emissions,INDO,GtCO2/yr,1.63506,1.22629,0.96524,0.896931,0.817909,0.716232,0.622095,0.5553,0.502704,0.451012,0.3947,0.334309,0.277871,0.229843,0.188316,0.151812,-0.0526686,-0.0666203,-0.0666203,-0.0666203,-0.0666204,-0.0666204,-0.0666204,-0.0666205,-0.0666205,-0.0666206,-0.0666208
regional_emissions,JAP,GtCO2/yr,1.06462,0.798468,0.532312,0.266156,0.187231,0.155962,0.128608,0.10331,0.0786492,0.0544263,0.0320665,0.0127844,-0.00347939,-0.0176236,-0.0299595,-0.0402248,-0.123122,-0.111988,-0.111988,-0.111988,-0.111988,-0.111988,-0.111988,-0.111989,-0.111989,-0.111989,-0.111989
regional_emissions,OCE,GtCO2/yr,0.388396,0.291297,0.194198,0.097099,0.0371337,0.0193949,0.00148186,-0.013152,-0.0254335,-0.0407611,-0.057233,-0.0671998,-0.0730164,-0.0821268,-0.0938478,-0.104355,-0.16649,-0.169564,-0.169564,-0.169564,-0.169564,-0.169565,-0.169565,-0.169565,-0.169565,-0.169565,-0.169565
regional_emissions,RSAS,GtCO2/yr,0.417044,0.402912,0.47444,0.536764,0.600048,0.673256,0.759883,0.856891,0.945241,1.01109,1.06134,1.10352,1.13657,1.15926,1.16887,1.06462,0.96036,0.918085,0.918085,0.918085,0.918085,0.918085,0.918085,0.918085,0.918085,0.918085,0.918085
regional_emissions,RSAF,GtCO2/yr,0.786528,0.589896,0.575227,0.794996,0.960971,0.873808,0.678505,0.545303,0.498369,0.520998,0.579326,0.642074,0.68749,0.706524,0.712102,0.71556,0.536111,0.603481,0.603481,0.603481,0.603481,0.603481,0.603481,0.603481,0.60348,0.60348,0.60348
baseline,CAN,GtCO2/yr,0.511577,0.518493,0.536165,0.553336,0.563386,0.538013,0.514102,0.528688,0.564708,0.595181,0.606823,0.594064,0.568511,0.545566,0.538369,0.554461,0.574429,0.599827,0.619992,0.638272,0.65463,0.668569,0.680124,0.689454,0.696684,0.701807,0.704384
baseline,USA,GtCO2/yr,5.39382,5.15587,4.93017,4.77601,4.75183,4.81701,4.87889,4.91868,4.9269,4.90071,4.85511,4.81389,4.81528,4.88402,4.97682,5.04785,5.04563,5.14952,5.21815,5.2765,5.32569,5.3687,5.40533,5.43489,5.45785,5.47454,5.48359
baseline,MEX,GtCO2/yr,0.572878,0.589479,0.617599,0.66815,0.716167,0.737869,0.749304,0.770984,0.803898,0.842606,0.875257,0.892289,0.899081,0.904924,0.920165,0.951596,0.982794,1.02013,1.05499,1.08557,1.11219,1.13508,1.15425,1.16969,1.18165,1.19017,1.19449
baseline,RCAM,GtCO2/yr,0.302334,0.320237,0.339325,0.357612,0.383516,0.427485,0.490524,0.569074,0.650855,0.723911,0.785181,0.834941,0.877809,0.918128,0.95517,0.985352,1.01089,1.03889,1.07299,1.10198,1.12655,1.14788,1.16588,1.18035,1.19152,1.19949,1.20349
baseline,BRA,GtCO2/yr,1.57743,1.61372,1.69487,1.86986,2.06335,2.15497,2.09462,1.88389,1.62429,1.4342,1.39515,1.5238,1.62238,1.52291,1.37138,1.3369,1.35205,1.36037,1.35176,1.34898,1.3506,1.3505,1.34918,1.34832,1.34787,1.34736,1.34679
baseline,RSAM,GtCO2/yr,1.38348,1.5481,1.63248,1.61827,1.67795,1.91078,2.09431,2.0307,1.88929,1.87125,1.94826,2.0414,2.09616,2.08411,2.05499,2.06091,2.06165,2.08293,2.10189,2.11907,2.13467,2.14766,2.15818,2.16663,2.17318,2.17776,2.17983
baseline,NAF,GtCO2/yr,0.583268,0.659396,0.722255,0.764751,0.788256,0.800238,0.828745,0.896428,0.986552,1.07534,1.14801,1.19785,1.23959,1.28874,1.34494,1.40471,1.45999,1.52823,1.5872,1.63761,1.68025,1.7166,1.74659,1.76997,1.78718,1.79844,1.80246
baseline,WAF,GtCO2/yr,1.817,2.76407,3.2607,2.98031,2.55858,2.60306,2.65913,2.25576,1.90203,2.15649,2.81857,3.5659,4.32382,5.08416,5.85253,6.62625,7.41593,8.20583,8.97415,9.63787,10.2082,10.7034,11.1225,11.4617,11.7258,11.9167,12.0179
baseline,EAF,GtCO2/yr,0.283526,0.466215,0.600376,0.62345,0.590681,0.571837,0.57769,0.607071,0.670075,0.780169,0.954186,1.205,1.52766,1.90268,2.2683,2.57536,2.85809,3.15228,3.4369,3.67981,3.88621,4.06594,4.2184,4.34144,4.43692,4.50573,4.54175
baseline,SAF,GtCO2/yr,0.507151,0.553234,0.566278,0.567842,0.579633,0.617956,0.665763,0.702151,0.723212,0.730193,0.728563,0.724143,0.720161,0.718576,0.719036,0.720794,0.71356,0.71902,0.723396,0.727053,0.730123,0.732759,0.734955,0.73669,0.738004,0.738912,0.739289
baseline,WEU,GtCO2/yr,3.13174,2.97458,2.83825,2.7536,2.79215,2.95123,3.17949,3.4108,3.5896,3.68624,3.76322,3.87573,3.95769,3.94986,3.94097,4.02322,4.11381,4.24413,4.3448,4.43572,4.51699,4.58678,4.64523,4.69298,4.73063,4.75818,4.77341
baseline,CEU,GtCO2/yr,0.784933,0.759999,0.737398,0.747228,0.77678,0.797693,0.814054,0.832812,0.846324,0.846158,0.835003,0.816597,0.787185,0.745662,0.709546,0.69445,0.683608,0.676555,0.666362,0.658055,0.651424,0.645392,0.640075,0.635799,0.632512,0.630129,0.628815
baseline,TUR,GtCO2/yr,0.435783,0.491709,0.525763,0.536303,0.53808,0.549496,0.574027,0.609299,0.644419,0.669446,0.686069,0.698785,0.71186,0.726941,0.735727,0.731144,0.715156,0.708426,0.702908,0.697229,0.691664,0.686824,0.682696,0.679152,0.676191,0.673845,0.672182
baseline,UKR,GtCO2/yr,0.403864,0.403151,0.41209,0.454359,0.494369,0.503264,0.503026,0.517279,0.530096,0.523243,0.506709,0.494171,0.485584,0.478459,0.474786,0.476528,0.475015,0.479956,0.483673,0.486994,0.489961,0.492488,0.494588,0.496297,0.497645,0.498628,0.499146
baseline,STAN,GtCO2/yr,0.485141,0.525203,0.554093,0.560472,0.544841,0.515217,0.501161,0.522854,0.545521,0.539664,0.548501,0.610707,0.675827,0.691271,0.679693,0.673808,0.667653,0.666706,0.663795,0.661392,0.659489,0.65767,0.655993,0.654606,0.653505,0.652657,0.652078
baseline,RUS,GtCO2/yr,1.8782,1.98627,2.02632,2.04917,2.03367,1.99921,1.96596,1.95081,1.96507,2.00534,2.01365,1.94626,1.86623,1.83917,1.83517,1.81267,1.75674,1.73412,1.71135,1.68989,1.67018,1.65309,1.63867,1.62683,1.61751,1.61075,1.60703
baseline,ME,GtCO2/yr,2.00627,2.11356,2.20932,2.37879,2.56224,2.71249,2.85522,3.01967,3.18223,3.31423,3.41824,3.50849,3.6133,3.75222,3.89804,4.02257,4.10148,4.2397,4.35839,4.45897,4.54358,4.61656,4.67768,4.72606,4.76258,4.78769,4.79875
baseline,INDIA,GtCO2/yr,2.77719,3.44249,4.04893,4.55788,5.106,5.81585,6.6127,7.40002,8.17602,8.93675,9.58188,10.0321,10.3707,10.6847,10.9291,11.0414,11.0888,11.2012,11.3484,11.4687,11.5668,11.6527,11.7257,11.7834,11.8267,11.8566,11.869
baseline,KOR,GtCO2/yr,0.784572,0.832957,0.847407,0.827508,0.802689,0.776483,0.749841,0.720842,0.689464,0.655725,0.618029,0.575707,0.533535,0.496995,0.46887,0.449825,0.42973,0.414991,0.398533,0.384327,0.372202,0.361507,0.352314,0.34481,0.338907,0.33454,0.332011
baseline,CHN,GtCO2/yr,11.3913,12.5516,13.0849,13.0659,12.9256,12.6579,12.2602,11.7134,11.0474,10.2925,9.4608,8.58131,7.75972,7.0994,6.61686,6.28915,5.96246,5.70197,5.4092,5.15684,4.9417,4.75242,4.59022,4.45834,4.35516,4.27956,4.23703
baseline,SEAS,GtCO2/yr,1.51417,1.81077,2.06536,2.2058,2.24826,2.23917,2.26345,2.38113,2.52359,2.62185,2.72205,2.86444,2.96072,2.93917,2.90872,2.9803,3.08235,3.19666,3.28865,3.37021,3.4415,3.50052,3.54752,3.58328,3.60852,3.6233,3.62541
baseline,INDO,GtCO2/yr,1.63506,1.72419,1.77486,1.84352,1.87604,1.83671,1.79228,1.80972,1.8673,1.92525,1.95427,1.94022,1.91615,1.91494,1.92713,1.93754,1.92978,1.94414,1.95937,1.97105,1.97976,1.98648,1.99116,1.99361,1.99403,1.9925,1.9885
baseline,JAP,GtCO2/yr,1.06462,1.00842,0.962122,0.9239,0.911043,0.914354,0.92509,0.937888,0.942195,0.929092,0.900652,0.863231,0.829583,0.809985,0.798727,0.787935,0.767094,0.758686,0.749308,0.740858,0.733355,0.726734,0.721025,0.716266,0.712422,0.709475,0.707585
baseline,OCE,GtCO2/yr,0.388396,0.370026,0.365647,0.409736,0.46682,0.500158,0.493232,0.453077,0.429755,0.461554,0.495175,0.478087,0.447684,0.449213,0.46891,0.484229,0.49025,0.5047,0.519673,0.532299,0.542858,0.552082,0.55992,0.566199,0.571022,0.574461,0.576211
baseline,RSAS,GtCO2/yr,0.417044,0.545993,0.680865,0.814507,0.962152,1.14259,1.3689,1.64453,1.94077,2.23127,2.52922,2.85227,3.19741,3.55907,3.93983,4.33439,4.7429,5.15771,5.54759,5.88501,6.17506,6.4266,6.63911,6.81087,6.94435,7.04058,7.09122
baseline,RSAF,GtCO2/yr,0.786528,0.72586,0.796913,1.14935,1.44948,1.37651,1.12056,0.949847,0.921457,1.02897,1.22953,1.47241,1.71081,1.91471,2.11204,2.33357,2.55523,2.79266,3.0057,3.18984,3.34841,3.48586,3.60195,3.69588,3.76895,3.82161,3.84912
relative_abatement,CAN,fraction_of_baseline_emissions,1.91274e-05,0.260004,0.52293,0.721996,0.761121,0.79306,0.820411,0.844758,0.867307,0.888991,0.909424,0.928068,0.944849,0.959813,0.973364,0.985675,1.08853,1.07014,1.06786,1.06591,1.06427,1.06293,1.06186,1.06102,1.06039,1.05995,1.05973
relative_abatement,USA,fraction_of_baseline_emissions,1.99986e-05,0.215386,0.452979,0.717661,0.837509,0.869156,0.895423,0.917373,0.936061,0.952342,0.966315,0.977889,0.987256,0.994558,0.999649,1.00237,1.09576,1.04293,1.04236,1.0419,1.04151,1.04118,1.0409,1.04067,1.0405,1.04038,1.04031
relative_abatement,MEX,fraction_of_baseline_emissions,2.174e-05,0.271121,0.536205,0.627479,0.674669,0.71769,0.758314,0.797286,0.834541,0.869883,0.903238,0.934518,0.963708,0.990774,1.01555,1.03772,1.15591,1.16908,1.16349,1.15888,1.15508,1.15195,1.14943,1.14746,1.14597,1.14492,1.1444
relative_abatement,RCAM,fraction_of_baseline_emissions,2.01913e-05,0.291931,0.475956,0.530939,0.580196,0.626825,0.671959,0.715826,0.758346,0.799399,0.8389,0.876727,0.912721,0.946667,0.978234,1.03067,1.10466,1.16008,1.155,1.15092,1.14763,1.14489,1.14265,1.1409,1.13958,1.13865,1.13819
relative_abatement,BRA,fraction_of_baseline_emissions,3.07857e-05,0.266867,0.534647,0.789098,0.88751,0.937059,0.982446,1.02504,1.06526,1.10308,1.13882,1.17247,1.20381,1.233,1.25971,1.28312,1.42219,1.42426,1.42696,1.42784,1.42733,1.42736,1.42778,1.42805,1.4282,1.42836,1.42854
relative_abatement,RSAM,fraction_of_baseline_emissions,2.91608e-05,0.32975,0.576264,0.786271,0.87854,0.935327,0.987911,1.0372,1.084,1.12831,1.16981,1.2084,1.24426,1.27747,1.30745,1.33352,1.47745,1.49191,1.48747,1.48352,1.47999,1.47708,1.47476,1.47291,1.47148,1.47049,1.47004
relative_abatement,NAF,fraction_of_baseline_emissions,1.47953e-05,0.275876,0.317712,0.35439,0.386616,0.416152,0.444049,0.470815,0.496513,0.521028,0.543924,0.564861,0.583923,0.601167,0.616487,0.629791,0.703941,0.674471,0.686567,0.696215,0.703924,0.710193,0.715169,0.718932,0.721639,0.723381,0.723998
relative_abatement,WAF,fraction_of_baseline_emissions,2.44233e-05,0.308791,0.360466,0.406756,0.450688,0.495277,0.54076,0.586829,0.633939,0.682105,0.730345,0.777696,0.823273,0.86657,0.916925,0.995178,1.05694,1.10682,1.09767,1.09095,1.08587,1.08189,1.07881,1.07648,1.07475,1.07356,1.07294
relative_abatement,EAF,fraction_of_baseline_emissions,2.14441e-05,0.240764,0.279885,0.316617,0.352336,0.388735,0.426281,0.464899,0.504462,0.544747,0.585411,0.625971,0.66565,0.703955,0.756393,0.812962,0.856264,0.892164,0.901094,0.907623,0.912529,0.916396,0.919417,0.921701,0.923386,0.924556,0.925155
